StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Age,RStatus,AmazonTime_First Click,AmazonTime_Last Click,AmazonTime_Page Submit,AmazonTime_Click Count,AQ1,AQ2,AQ3,AQ4,GlomarMusicTime_First Click,GlomarMusicTime_Last Click,GlomarMusicTime_Page Submit,GlomarMusicTime_Click Count,GMQ1,GMQ2,GMQ3,GMQ4,MusicEffectGlomar,AmazonMusicTime_First Click,AmazonMusicTime_Last Click,AmazonMusicTime_Page Submit,AmazonMusicTime_Click Count,AMQ1,AMQ2,AMQ3,AMQ4,MusicEffectAmazon,GlomarTime_First Click,GlomarTime_Last Click,GlomarTime_Page Submit,GlomarTime_Click Count,GQ1,GQ2,GQ3,GQ4,Habit,Proficiency,Region,SC0,SC1,SC2,SC3,SC4
2024-01-18 12:37:14,2024-01-18 12:38:12,Survey Preview,,100,58,True,2024-01-18 12:38:13,R_5EhVcaO3fitqAcy,,,,,52.3766,4.835,preview,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,8.421,8.421,11.902,1,Camouflaging their skin,Enhancing body paint,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,0,0,5.055,0,The movements of the Earth's crust,Crustal movements that connected the Mediterranean to the saltier Atlantic,Normal marine organisms,Turbulent waters resulting from a deluge,No,Professional working proficiency,Europe,4,1,0,0,3
2024-01-18 13:55:13,2024-01-18 14:10:17,IP Address,145.108.79.35,100,903,True,2024-01-18 14:10:17,R_4AGyXCwDxiUA6Hv,,,,,52.352,4.9392,anonymous,EN,Yes,19-24,Student,2.18,143.364,206.145,12,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,1.384,556.122,560.5,50,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Europe,8,0,4,4,0
2024-01-11 15:25:23,2024-01-11 15:25:49,IP Address,178.85.152.149,59,25,False,2024-01-18 15:25:52,R_5tmR5MPHxT45cb6,,,,,,,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-18 21:11:37,2024-01-18 21:14:11,IP Address,217.105.24.139,100,153,True,2024-01-18 21:14:11,R_2p3RHmhHF4EoSM9,,,,,52.3766,4.835,anonymous,EN,Yes,6,Student,0,0,42.54,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,1.577,1.577,14.577,1,The movements of the Earth's crust,The migration of new species through narrow straits,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,6,0,4,2,0
2024-01-18 23:01:04,2024-01-18 23:16:42,IP Address,80.56.161.174,100,937,True,2024-01-18 23:16:42,R_4ePl5BnSWuKv0Sw,,,,,52.3543,4.8951,anonymous,EN,Yes,19-24,Student,2.268,149.265,153.295,8,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,22.275,373.518,388.584,20,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Volcanic rock fragments,Turbulent waters resulting from a deluge,There was no difference,,,,,,,,,,,,,,,,,,Yes,Limited working proficiency,Other,6,0,4,2,0
2024-01-19 17:51:33,2024-01-19 17:52:20,Survey Preview,,100,47,True,2024-01-19 17:52:21,R_593zcdlvfHgwVvX,,,,,52.3766,4.835,preview,EN,Yes,35-50,Employed,,,,,,,,,,,,,,,,,,0,0,1.956,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,1.992,8.553,10.538,11,The accumulation of sediment layers,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,No,Full professional proficiency / Native,Asia,5,4,0,0,1
2024-01-19 17:55:18,2024-01-19 17:55:21,IP Address,217.105.24.139,100,3,True,2024-01-19 17:55:22,R_1tLO9TSzx1rbCTr,,,,,52.3766,4.835,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-19 17:55:24,2024-01-19 17:56:32,IP Address,217.105.24.139,100,68,True,2024-01-19 17:56:32,R_3EHsVgxRBrGrNg0,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Student,6.224,7.556,8.399,7,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They indicate the frogs' readiness to mate.,4.34,11.688,12.945,12,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,5,0,3,2,0
2024-01-19 17:55:35,2024-01-19 17:58:14,IP Address,130.37.152.204,100,158,True,2024-01-19 17:58:14,R_2V4uSoACjW43KHi,,,,,52.3716,4.8883,anonymous,EN,Yes,19-24,Student,4.858,4.858,15.63,1,Serving as a defense mechanism,Creating decorative items,Their diet determines the intensity of their toxicity.,They camouflage the frogs in their environment.,13.539,13.996,30.601,2,The movements of the Earth's crust,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Europe,4,0,2,2,0
2024-01-19 18:12:15,2024-01-19 18:13:23,Survey Preview,,100,67,True,2024-01-19 18:13:24,R_5ctoENO3CwfmP2i,,,,,52.3766,4.835,preview,EN,Yes,19-24,Employed,2.07,5.905,7.542,9,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They indicate the frogs' readiness to mate.,1.876,4.547,6.19,8,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,5,0,3,2,0
2024-01-19 18:51:13,2024-01-19 19:01:50,IP Address,103.6.158.105,100,637,True,2024-01-19 19:01:51,R_4IaGW8xPYJdXDHv,,,,,12.9634,77.5855,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,,7.659,86.013,104.2,6,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,25.03,314.325,317.241,18,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,No,Full professional proficiency / Native,Asia,6,4,0,0,2
2024-01-20 17:58:28,2024-01-20 18:19:05,IP Address,103.117.237.73,100,1236,True,2024-01-20 18:19:06,R_4Hq9jutdIqQFG5W,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,53.695,209.435,210.319,11,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,15.302,379.279,415.041,26,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Asia,8,0,4,4,0
2024-01-20 18:36:04,2024-01-20 18:44:47,IP Address,45.112.148.118,100,523,True,2024-01-20 18:44:48,R_4cEWeGYFBFAo9C9,,,,,13.3512,74.78,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,12.4,88.982,89.778,67,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,There was no difference,1.423,232.205,239.221,152,Changes in the Earth's temperature,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Drilling operations,Yes,Professional working proficiency,Asia,5,4,0,0,1
2024-01-20 18:46:05,2024-01-20 18:54:54,IP Address,103.117.237.73,100,528,True,2024-01-20 18:54:54,R_4RjcxRYaLca396x,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,15.786,88.966,92.898,12,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,7.743,200.202,219.045,33,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,Yes,Limited working proficiency,Asia,5,4,0,0,1
2024-01-20 18:54:07,2024-01-20 18:56:16,IP Address,89.200.10.237,100,128,True,2024-01-20 18:56:16,R_8JWAopMhNGh4aVr,,,,,52.3795,4.8777,anonymous,EN,Yes,19-24,Employed,,,,,,,,,,,,,,,,,,0.707,11.9,14.943,8,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,1.3,4.268,5.619,5,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Earthquakes,Yes,Full professional proficiency / Native,Europe,6,4,0,0,2
2024-01-20 17:21:28,2024-01-20 20:15:54,IP Address,176.136.26.113,100,10465,True,2024-01-20 20:15:55,R_4F8vPEaizoARxf3,,,,,48.9855,1.7155,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,7.318,183.597,184.31,19,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,13.65,457.736,458.718,18,Changes in the Earth's temperature,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,No,Professional working proficiency,Asia,6,4,0,0,2
2024-01-21 10:42:14,2024-01-21 10:48:25,IP Address,77.170.159.254,100,371,True,2024-01-21 10:48:26,R_2COemnxrWLbT7bE,,,,,52.0448,4.6543,anonymous,EN,Yes,19-24,Student,4.331,38.076,72.302,3,Serving as a defense mechanism,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They serve as a warning to predators about their toxicity.,35.882,190.552,193.818,19,The accumulation of sediment layers,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Europe,4,0,3,1,0
2024-01-21 10:50:10,2024-01-21 10:59:18,IP Address,103.130.108.152,100,548,True,2024-01-21 10:59:20,R_4GJkquElFP1dpbO,,,,,12.9634,77.5855,anonymous,EN,Yes,35-50,Employed,14.477,95.917,98.27,9,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,24.474,204.407,212.593,24,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Volcanic rock fragments,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Limited working proficiency,Asia,7,0,4,3,0
2024-01-21 11:22:18,2024-01-21 11:30:03,IP Address,152.58.232.12,100,464,True,2024-01-21 11:30:03,R_4IEnIdhsMqHdkxr,,,,,12.9634,77.5855,anonymous,EN,Yes,25-34,Employed,10.892,27.789,28.587,7,Serving as a defense mechanism,Enhancing body paint,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,6.842,105.458,107.393,25,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Evaporation,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Asia,2,0,2,0,0
2024-01-21 11:52:25,2024-01-21 12:00:42,IP Address,106.51.172.165,100,496,True,2024-01-21 12:00:42,R_4K884pTgj21ibaj,,,,,12.9634,77.5855,anonymous,EN,Yes,35-50,Employed,27.41,59.308,94.634,4,Serving as a defense mechanism,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They serve as a warning to predators about their toxicity.,23.199,178.844,213.649,11,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Volcanic rock fragments,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Other,4,0,3,1,0
2024-01-21 12:42:23,2024-01-21 12:50:08,IP Address,116.72.150.201,100,465,True,2024-01-21 12:50:09,R_4zTOPixJUuboWXA,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,12.986,113.701,115.09,22,Aiding in digestion,Applying them to blowdart tips for hunting,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,7.195,87.212,90.006,37,The movements of the Earth's crust,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Asia,4,0,2,2,0
2024-01-21 12:59:55,2024-01-21 13:05:46,IP Address,106.51.117.157,100,350,True,2024-01-21 13:05:47,R_41564aSUkfOkseu,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,15.835,42.99,55.858,6,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They camouflage the frogs in their environment.,The music made it more difficult to read,4.057,109.021,121.587,25,Changes in the water level of the Atlantic Ocean,The migration of new species through narrow straits,Normal marine organisms,Evaporation,No,Limited working proficiency,Asia,4,3,0,0,1
2024-01-21 13:08:26,2024-01-21 13:17:17,IP Address,49.205.141.125,100,531,True,2024-01-21 13:17:18,R_4OGvmly7d7B3PxQ,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,8.463,74.657,93.243,7,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,There was no difference,3.525,202.997,211.922,19,Changes in the water level of the Atlantic Ocean,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,No,Professional working proficiency,Asia,7,4,0,0,3
2024-01-21 13:33:37,2024-01-21 13:43:33,IP Address,49.205.147.146,100,596,True,2024-01-21 13:43:34,R_4UWRCcw19B5vw0L,,,,,12.9634,77.5855,anonymous,EN,Yes,35-50,Employed,68.067,157.53,184.085,4,Aiding in digestion,Using them in traditional medicine,Their diet has no impact on their toxicity.,They camouflage the frogs in their environment.,6.689,35.726,36.474,5,Changes in the water level of the Atlantic Ocean,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Limited working proficiency,Asia,1,0,0,1,0
2024-01-21 13:36:45,2024-01-21 13:47:29,IP Address,116.73.231.88,100,643,True,2024-01-21 13:47:29,R_4g89IPINpE7ONkZ,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,25.031,100.277,101.082,7,Serving as a defense mechanism,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They camouflage the frogs in their environment.,The music made it easier to read,21.162,231.034,234.352,19,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Evaporation,No,Limited working proficiency,Asia,3,2,0,0,1
2024-01-21 13:38:52,2024-01-21 13:52:49,IP Address,106.51.171.208,100,837,True,2024-01-21 13:52:50,R_4JQ6KBRLelHT4Ha,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,3.84,267.891,276.1,64,Aiding in digestion,Using them in traditional medicine,Their diet has no impact on their toxicity.,They camouflage the frogs in their environment.,1.65,125.727,126.259,61,Changes in the Earth's temperature,Crustal movements that connected the Mediterranean to the saltier Atlantic,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Other,2,0,0,2,0
2024-01-21 14:26:04,2024-01-21 14:36:21,IP Address,178.85.152.149,100,616,True,2024-01-21 14:36:21,R_1DYBTlHbylTxrBT,,,,,52.3664,4.8496,qr,EN,Yes,19-24,Student,5.578,86.799,107.435,5,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,11.399,322.498,332.654,19,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,Full professional proficiency / Native,Asia,8,0,4,4,0
2024-01-21 17:12:10,2024-01-21 17:19:29,IP Address,178.85.152.149,100,439,True,2024-01-21 17:19:30,R_5w2hL8PFuh2C02R,,,,,52.3664,4.8496,anonymous,EN,Yes,19-24,Student,18.959,118.057,145.924,15,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,11.69,190.293,196.18,61,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Europe,6,0,4,2,0
2024-01-21 17:15:28,2024-01-21 17:24:28,IP Address,106.213.133.97,100,540,True,2024-01-21 17:24:29,R_4NlC3lycnKEVBmI,,,,,23.0276,72.5871,anonymous,EN,Yes,50+,Employed,4.2,88.752,91.334,8,Aiding in digestion,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They serve as a warning to predators about their toxicity.,6.626,191.54,207.847,18,Changes in the Earth's temperature,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,Limited working proficiency,Asia,4,0,2,2,0
2024-01-21 17:44:50,2024-01-21 18:50:25,IP Address,172.225.218.36,100,3934,True,2024-01-21 18:50:26,R_4CWqjMd5dWTUWSb,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,47.115,98.998,121.442,5,Attracting mates,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,36.837,283.895,301.8,17,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,No,Limited working proficiency,Asia,7,3,0,0,4
2024-01-22 06:56:43,2024-01-22 07:12:48,IP Address,152.58.231.222,100,964,True,2024-01-22 07:12:49,R_4IKTmtZgmVbjLKW,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,25.81,25.81,34.434,1,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,0,0,253.986,0,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Desert-adapted plants,Evaporation,No,Limited working proficiency,Asia,4,4,0,0,0
